KPN,Description,Type,Cost
200278,WIRE RG6 PLENUM DIRECT BURIAL,WIRE,0.17
200276,"TRUVISION 700TVL ,RES  IN/OUT   CAMERA  MOTORIZED 12DC/24VAC",VIDCAMERA,252.48
200275,"TRUVISION 1.3MP OUTDOORD/N  CAMERA 2.7 TO 9MM MOTORIZED ,IR,",VIDCAMERA,491.83
200274,"TRUVISION 1.3MP OUTDOOR CAMERA 2.7 TO 9MM MOTORIZED ,IR, POE",VIDCAMERA,470.63
200273,TRUVISION ANALOG 700TVL BULLET CAMERA NTSC 12VDC/24VAC,VIDCAMERA,332.83
200272,Ikegami ICD-E11,VIDCAMERA,170.77
200269,Allegion aptiQ MT15 Single-Gang Reader,READERS,211.5
200268,*Discontinued product,VIDCAMERA,698.46
200267,Aiphone 6-call audio handset master station IE-8MD,INTERCOM,199.27
200266,"TRUVISION TVW-4101 WEDGE  DOME 700TVL  ,2.8MM IR, D/N",VIDCAMERA,54.73
200265,HONYWELLGLASSBREAK FG-1625RFM RECESSED,ALARMS,37.05
200264,"TRUVISION TVD-5510-3-N 550TVL DOME D/N 1/3IN ,3.6MM LENS",VIDCAMERA,41.15
200263,Pelco Fix Dome FD51RV106 Outdoor 12/18-32V NTSC 2.8-10.5,VIDCAMERA,248.99
200262,PELCO IDM4018 Wall Mount Intercept,CCTV,81.72
200261,"Interlogix TruVision TVD-3101 IP Mini Dome 1.3MPx, 2.8mm",VIDCAMERA,114.03
200260,Altronix AL600ULX 12/24VDC @ 6A W/Grey Enclosure,POWER,176.42
200259,"BLE Arch Reader, Cover, 560087 Split Design Bezel Trim",BLE,20.6
200258,BLE ICLASS  ARCH READER COMPLETE BRUSHED STAINLESS-1257,READERS,396.55
200257,"FLIR F-625 THERMAL 25MM, NTSC 640x480",MISC,6603.55
200256,"FLIR F-612 THERMAL 50MM, NTSC 640x480",MISC,8282.81
200255,"FLIR F-618 THERMAL 35MM, NTSC 640x480",MISC,7444.39
200254,Pelco EM2000 Pedastal Mount 90DG J-MT W/ADJ  HD F/VRTCL POL,MISC,65.51
200253,Pelco EH3515-2 Camera Enclosure - 15 ENV HSG W/24 VAC HTR/BL,VIDCAMERA,202.45
200252,EverFocus 720p HD Outdoor Vandal Dome Camera EHD930,VIDCAMERA,131.99
200247,Hard Drive 3.5 SATA 6GB/s 7.2K 1TB WD1003FBYZ,COMPUTER,245.26
200245,D-Link Wired SSL VPN Router DSR-250,COMPUTER,27.6
200243,Axis P1224-E Network Camera 1.56 MM,VIDCAMERA,390.07
200242,Ganz CMC-25X 700 TVL Color Day/Night Corner Mount Camera - W,VIDCAMERA,187.78
200241,D-Link Unified Services Router DSR-500,COMPUTER,279.28
200240,DELL PowerEdge T430 Tower Server,COMPUTER,3874.14
200238,Antaira LNP-0500-24-T 5-port industrial PoE+ unmanaged ether,KEYPD/SW,286.95
200237,Rosslare AYC-E60N Ultra Slim Piezo Mullion Backlit goPROX &,READERS,6.26
200236,Dedicated Micros DM/CJ01 CBUS TERMINATION/JUNCTION BOX,BOXES,584.83
200235,Axis P3905-R Network Surveillance Camera,VIDCAMERA,425.05
200234,Netgear ProSAFE GS752TP  48-Port Gigabit PoE Smart Managed S,MISC,784.14
200230,Hilti #3473764 Hilti CFS-PL firestop plug 4,MISC,48.89
200228,Axis C3003-E Network Horn Speaker,MISC,491.08
200227,"AX-DM AIPHONE AX-DM  AUDIO DOOR,MULLION MOUNT",PHONES,41.92
200224,"BLE Arch Reader, Complete+Cover,Glass,(less DB)-STANDARD",BLE,390.12
200222,"SX-LC-SFP 1200480E1 , NETVANTA 1000 SYSTEM  1000BASE-SX-LC S",COMM,171.11
200221,ADTRAN 1702595G12 ACTIVE REACH CONVERTER,MISC,62.22
200220,Verint S4300-POE  Wireless access point  2.4GHz/4.9GHz/5GHz,COMM,1121.47
200219,GBLH-900-0000-000 B GIMBAL SERIES 21 PROXIMITY BEACON MODEL,COMM,33.24
200218,Code Blue IA501-S single button analock flush mount speakerp,ALARMS,450.74
200217,SCHLAGE 4904F FILLER 1-1/4 X 1/2 628 FOR M490 SERIES,LOCKS,39.98
200216,SCHLAGE 4903F FILLER 1-1/4 X 3/8 628 FOR M490 SERIES,LOCKS,39.98
200215,SCHLAGE 4902F FILLER 1-1/4 X1/4 628 FOR M490 SERIES,LOCKS,78.65
200214,"SCHLAGE TJ490, TOP JAM KIT  FOR M490 DELAYED 628",LOCKS,68.5
200213,CV167 Mount Adapter Cap,MISC,18
200212,RP15 BACK BOX Back box for concealed RP15 multiclass reader,READERS,49.17
200210,"FOLGER ADAMS 310-1 Fail Secure, 1/2, 24VDC, LCBMA",LOCKS,412
200206,HDDVIMM25 Startech 25' HDMI to DVI-D Cable,COMPUTER,54.25
200204,VMP-ERSU Universal 2 Space Rack Shelf (3.5)Height (14.75)D,MISC,27.03
200203,Axis T8311 Joystick for Axis Pan/Tilt/Zoom and Domes,CCTV,354.92
200200,0775-001AXIS F4005-E DOME SENSOR UNIT 0775-001,SENSORS,220.1
200199,0692-002 AXIS Q6045MKII INDOOR PTZ MODEL 0692-002,CCTV,2359.55
200198,Aiphone JP8Z Video Distributor adaptor for JP series,CCTV,154.85
200196,PELCO PP-450 PARAPET MOUNT,CCTV,315
200195,"AXIS 5502-351 PENDANT KIT TO MOUNT 3343,3344 ON 1.5'' NPT BR",CCTV,28.47
200194,RF Ideas RDR-7581AKU RF Ideas AIR ID Enroll MIFARE USB - RFI,READERS,311.59
200193,AXIS 5505-721 OUTDOOR RECESSED MT FOR Q60-E,CCTV,182.32
200192,AXIS 5503-711 P33XX-VE 3/4 IN NPS CONDUIT ADAPTER ALUMKAS,CCTV,28.56
200190,Dortronics DPA1100 Door Pull with armature plate for Gates,PLATES,260.725
200188,"STL35BL ATW STL35BL 6-12 VOLT STROBE, BLUE",DETECTORS,18.16
200185,VPM-3 MidAtlantic VPM-3 vertical mount 3U Heavy Duty thread,MISC,57.99
200184,nd12deu rho 626 schlage nd series lock fain secure,LOCKS,248.4
200183,nd12del rho 626 schlage nd series lock fail safe,LOCKS,334.42
200182,T92E20 AXIS T92E20 Outdoor Housings - camera indoor/outdoor,CCTV,240.99
200181,OL-VM1290 Securitron Vista VM1290 mag lock  -Locknetics 390,LOCKS,214.99
200178,LPC7 DLI WEB LP 7  POWER SWTICH 7 W/LCD AUTOPING & SURGE,POWER,115
200177,ALTV1224C Altronix  ALTV1224C 16 Fused Outputs CCTV Combinat,POWER,134.37
200176,Code Blue 41122 Toolvox Remote Configuration,BOARDS,1801.85
200175,CODE BLUE 40550 Toolvox X3 w/UPD,BOARDS,5357.67
200174,CODE BLUE 41496 Toolvox Software Device Lincense 50 pack,MISC,702.35
200173,"BLE Thinline Space, HID Thinline, 1248 RDR Housing (less DB)",BLE,111.9
200172,BLE Daughter Board (DB) 1236 less reader,BLE,77.04
200171,Axis PS-K 44243 power supply for P8221 Audio Module,POWER,29.12
200170,Code Blue POE extractor,COMM,137.65
200169,"CB2E w/IP5000 Code Blue CB2E with IP5000 phone, sgl button",PHONES,1951.69
200168,MICROSCANMS2 SERIAL LOW DENSITY FIS-0002-0005G,MISC,554.7
200167,"98-000051-01 MICROSCAN KIT,IC USB CONVERSION",MISC,96.13
200166,LOCK CONTROL MODULE FOR ELR150 MODEL CM150-08,LOCKS,151.86
200165,FIS-0003-0001G Microscan MS3 Serial Low Density FIS-0003-000,SENSORS,993.61
200164,"ALTRONIX ALTV 615DC48ULM3   P/S 6-15VDC@4A, 8FUSE UL3 WIRE",POWER,55.99
200163,ENFORCER BNC-TO-VGACONVERTER MODEL VC-1BAQ,MISC,92.41
200162,Bioscrypt BV-XFXSP V-Flex HID Prox Fingerprint Reader,READERS,591.33
200161,5503-861 Axis 5503-861 T94B01M J-Box/Gang Box Plate Bracket,MISC,20.56
200160,DW-VC 161T DVR/16CH/960H/1TB/HDMI DIGITAL WATCHDOG,CCTV,399.99
200159,"West Penn AQ227 12/2 Stranded bare copper conductors, overal",WIRE,0.58912
200158,WS-UHF-0-0-AWID UHF WINDSHIELD PROX TAG 6600.00 FOR LR-2000,MISC,6.63
200157,Avigilon  1C-ACC5-ENT Avigilon ACC5 Enterprise License,CCTV,201
200156,"AVIGILON 256GB SD Card, UHS-1 256-SD-MEM",MISC,481.716
200155,2.0C-H3A-DP1 AVIGILON2.0MP(1080p)HD PendDome w/anltics 3-9mm,CCTV,596.13
200154,"M490G LOCK, SCHLAGE , GATE M490G W/ BRKT, MBS, DSM CONDUIT F",LOCKS,321.5
200149,19FP-ED Touchscreen Monitor,COMPUTER,5900
200146,RCI HFP +ARCH+HANDI RCI CUSTOM HFP WITH ARCH READER & HANDI-,READERS,383.1
200145,HFP+READER+HANDI-CAP RCI CUSTOM HFPWITH READER & HANDI-CAP B,READERS,384.68
200144,Altronix AL1012ULXB Off-line Switching Power Supply Board. 1,BOARDS,169.25
200143,WVCW504S SAMSUNG SUPER DYNAMIC 5 VANDAL-RESISTANT SM CAMERA,CCTV,327.66
200142,RDR-80591AKU PC PROX PLUS ENROLLING BLACK USB READER,READERS,162.79
200141,T91E61  Axis 5506-481 - AXIS T91E61 Wall Mount,MISC,35.77
200140,AXIS Q6045-E  0694-004 - Q6045-E MK II NETWORK CAMERA,CCTV,2642.965
200139,VAA-I4-1U AVigilon VAA-I4-1U - Digital 1U Analytic Appliance,MISC,830.15
200138,VAA-1U-2TB Avigilon Base System 1U Analytic 2TB Storage,MISC,1383.58
200137,"FLIR T911182 PS FLIR 24VDC Power Supply for A3XX, IP66",MISC,229.08
200136,"M490DEP SCHLAGE M490DEP DELAYED EGRESS W/ WITH MBS, DSM & RT",LOCKS,1609.5
200135,AH-LR2000BU AWID LR-2000-B-U,MISC,1253.99
200134,OCE-101759315 ACER 17 1280X1024 5MS/VGA+DVI MONITOR,COMPUTER,140
200133,M34R MAGLOCK 600LB RECESSED 12/24VDC  STAINLESS STEEL,LOCKS,94
200132,SN-BR4 Bridge Rectifier 4amp 12/24,POWER,15.99
200130,SO-HTINTB8 SPECO 650T 2.8-12M IN/OUT BULLET DUL V CAMERA,CCTV,171.9
200129,ET1401A-S-3 K-TECH FORTRESS FLUSH MOUNT 10.5X6.5,PHONES,342.17
200128,*Discontinued product,BOARDS,1389.85
200127,KAS001-150624BS-1  Viking Phone Panel. 10.375 X 4.875 X .125,PANELS,505.73
200125,"SF-SS2401E Stopper Station emergency blue button, push turn",BUTTONS,50.21
200124,"M62GDB SECURITRON M62GBD 12/24V MBS CONDUIT MAGLOCK, DPS",LOCKS,272
200123,SC450RM1U APC SC450RM1U SMART-UPS SC450VA 120V-1U RACK/TOWER,MISC,188.99
200122,PAN-PHM484S PANASONIC PHM484S MOUNT BRACKET FOR WVCW244S,MISC,122.57
200121,PAN-WVCW504F PANASONIC WVCW504 F DYNAMIC 5 VNDL RES FXD DOME,CCTV,316.52
200120,"SAM-SCB3020 ANALOG BOX CAMERA MODEL  SCB 3020 , 1/3''",CCTV,178.92
200118,KBD200A Pelco KBD200A Keyboard PTZ Push-Button Controller,BOARDS,386.89
200117,"EV1116 ARITECH EV1116 CURTAINS MOTION SENSOR ,PIR 16 METER R",SENSORS,34.99
200116,40525 - S-1000 CODE BLUE REMOTE MOUNT BEACON STROBE KIT S-10,DETECTORS,452.6771429
200115,444375 SAMSUNG OP SCD-2060E,CCTV,149.39
200114,pb-dvr5008a2 DVR 5000 8CH W/2TB HDD  ,VIDRECORD,494.99
200113,tc-intnt750u ups 750va 12 outlets usb port,POWER,99.99
200112,"AXIS M5013 MINI PTZ ,3.6MM CAMERA 0398-001",CCTV,391.94
200111,PR1000LCDTAA CyberPower TAA Smart APP UPS 1000VA,POWER,411.58
200110,"1006CDB 630 HES 1006 STRIKE KIT LATCH, DEAD BOLT",LOCKS,288.45
200109,YYD1 Netgear 24 port 10/100 smart switch POE,BOARDS,370.91
200108,551211-FD5-P FD5 OUTDOOR DOME PENDANT ADAPTER,CCTV,73.12
200107,"CK-IS2560TC PIR, 60', WIDEAREA, TAMPER & FORM C",SENSORS,26.4
200106,4461030 composite access control wire $725.00 per 1000’,WIRE,0.74
200105,AX-AL100UL ALTRONIX 12V POWER SUPPLY/CHARGER (UL) AL100UL,MISC,55.21
200103,L-COMM NB121005-10V L-COMM 12x10x5 Inch 120 VAC Vented,MISC,355.99
200097,Tripp Lite DWF3270X FWM Fixed Wall-Mount for 32 to 70 Flat,VIDCAMERA,19.79
200096,2G-BR1500G POWER SUPPLY BACK UPS PRO 1500,CCTV,308.99
200095,Z4-0556001 M3027PVE/5M/360-180/VANDM/IP66 CAMERA,CCTV,530.26
200094,Z4-0614001 P3215V/2MP/INDOOR/VANDALISM/DN/3-10MM CAMERA,CCTV,430.49
200093,"Easy Pro Fortress 700 Infrared Camera with 5-50mm lens, dual",CCTV,370.02
200092,WALL MOUNT BRACKET KIT F/AVI RDR (TRANSCORE PN 54-1620-001),PANELS,65.4
200091,SPIDER 5TX-EEC   943824102 HIRSCHMANN ETHERNET UNMANAGED SWI,CCTV,114
200089,"SR-618 FLIR 427-0053-01-00 THERMAL 35MM, NTSC 640x480 SR-618",VIDCAMERA,6898.936667
200088,"SR-625 FLIR 427-0052-01-00 THERMAL 25MM ,NTSC 640x480 SR-625",VIDCAMERA,6051.21
200085,F8-EHD700 720T 2.8-12MM OUTDOOR DOME 12/24V,VIDCAMERA,203.44
200084,"50228 LOCK, CHEXITPCB KIT BOCA 15SEC CIRCUT BOARD",LOCKS,480.6
200083,sr-5820aw 360-deg glassbreak rec,CONTACTS,38.62
200082,pa-wvq118b wall mount option for wvcs584,VIDCAMERA,215.44
200081,VK-K1900WS VIKING WALL MOUNT RED HOT-LINE PHONE,VIDCAMERA,97.73
200080,VK-VE9X12R1 RED WEATHERPROOF BOX 9X12 F/E1600A,VIDCAMERA,286.14
200079,7325SC1-26D-KA2 KABAILCO 2 IN 5 PIN MORTISE CYLINDER SCHLAGE,LOCKS,39.445
200078,PA-WVCS584 Panasonic analog ptz camera,VIDCAMERA,1272.39
200076,"Lock, strike, HES 8000 COMPLETE - 801/ 801A FP",LOCKS,142.39
200075,"KAS001-150428BS Custom Emergency Palm Button Panel, 12x14.5x",BUTTONS,183.69
200074,RCIPRD-1043A Aluminum spacer for surface mounted Arch Reader,READERS,99
200073,SCHLAGE 20-022C CONVETIONAL RIM CYLINDER HORIZONTAL TAILPIEC,LOCKS,32.69
200064,"AIPHONE, IXMV, IP VIDEO MASTER STATION",PHONES,1059
200063,"AIPHONE, IX-DA, 1.0 IP VIDEO DOOR STATION",PHONES,917.9
200061,"SIEDLE,B-BOX,BLANK MODULE GU611-1/1-0",INTERCOM,31.34
200058,"INTERCOM, AIPHONE 7 COLOR STND SET JMS4AED",INTERCOM,1089.99
200056,STRIKE LOCKBODY FA 310-1F 3/4 24D,LOCKS,378.91
200055,HINGE ELECTRIC MODEL 1104 4.5X4.5 26D,LOCKS,74.96
200053,SWITCH ALUMINIUM CLOSED LOOP ARMORED 18,CONTACTS,10.38
200048,NETGEAR PROSAFE 16P 10/100 SWITCH POE N100-2058,VIDRECORD,209.99
200045,AXIS 5017-611 T91A61 WALL BRACKET INCLUDES PLATE W,VIDCAMERA,75.26
200041,"CAMERA,PELCO DOME #IS51 DNV10S",VIDCAMERA,220.99
200040,SPECO 16 CHANNEL COLOR MULTIPLEXER,VIDRECORD,514.99
200038,"CCTV, PELCO CAMERA INDR CLMSLSRE - IS21DWSV8",VIDCAMERA,250.99
200031,DELL OPTIPLEX 9020 ALL IN ONE,COMPUTER,897.02
200027,BALUN TRANSCEIVER TO 500',VIDRECORD,38.49
200026,"MONITOR, MONITOR 17 DELL",COMPUTER,96.74
200025,MONITOR 19 VGA AMERICAN DYNAMICS,COMPUTER,99.99
200023,"SWITCH, , LINKSYS 5-PORT",VIDRECORD,22.87
200022,"LOCK, CORBIN RUSSWIN MORTISE FS BODY ML20903LL",LOCKS,497.61
200018,KEYBOARD MINI USB/PS2,COMPUTER,22.37
200017,"LOCK SC, SCHLAGE 420 MAG STANDARD FINISH",LOCKS,365.28
200016,"LOCK ELECTROMAG, 420P MINI w/DSM/MBS, ALUMINUM",LOCKS,334
200015,*Discontinued product,LOCKS,356.5
200014,920PHRNEK00005 RDR RP40-H PIVCLASS,READERS,213.01
200011,"BUTTON, PENDANT SINGLE BUTTON",BUTTONS,81.98
200002,ELECTRIC LOCK - CRASH/EXIT BAR,LOCKS,392.15
197084,"PHONE, DOORKING FM HF ENTRY DI-1837084",PHONES,2218.99
195500,"PHONE, TRIGON MINI GUARD IID 500CH W/ MODEM",PHONES,940
195250,"PHONE, KERI ENTRAGUARD TITANIUM RECESSED WM EGT250",PHONES,923.99
195200,"PHONE, TRIGON MINI GUARDIID 200 CHANNEL WITH MODEM",PHONES,999
195150,TRIGON MINI PAK PRO 50 CHANNEL 02A45000-50,PHONES,1915.83
195050,"PHONE, TRIGON MINI GUARD IID W/ MODEM, 50 CHANNEL",PHONES,799
195045,"PHONE, TRIGON MINI GUARD HF-2 SLIM LINE# 02A00311",PHONES,840
195044,"PHONE, MINI  GUARD ,PROX  HF-2 SLIM LINE# 02A00315",PHONES,1036.5
195040,"TELEPHONE,Trigon HF Mini Flush Mount phone",PHONES,395
195037,TRIGON HF-2 CONTROLER BLK BOX,PHONES,38
195035,PHONE TRIGON MINI GUARD HF-2 MODEL# 02A86202-H,PHONES,730
194711,"CAMERA, LOGITECH ORBIT AF",CCTV,90.91
194707,"ADTRAN, DSU III AR-RM",MISC,31.15
194703,"SWITCH, NETGEAR GS105 5 PORT 10/100/1000 GIG",CCTV,56.99
194702,MODEM USB US ROBOTICS 5633A,COMM,49.99
194646,"PHONE EMS, HANDS FREE W/O BOX, BUT.,PNB-D-V-K",PHONES,288
194565,"PHONE EMS, ELEVATOR GRAY BOX, W/CONCENTRATOR",PHONES,211.7
194101,PHONE K-TECH ET401A-OEMU-K,PHONES,201.52
194035,"PHONE, TRIGON HF-2 STANDART 4.25INCH WIDE02A00311",PHONES,755.72
194012,PLUG IN TRANSFORMER 12VDC 1E-PIP12VDCR,POWER,26.1
191109,PHONE PANEL RCIPRD-1109 VIKING PHONE W/ARCH,PHONES,209.31
191024,PLUG IN TRANSFORMER 24VDC IE-PIP24VDCR,POWER,11.02
191012,PLUG IN TRANSFORMER 12AC MB-MGT1240,POWER,14.57
190786,"SWITCH, NETGEAR 5 PORT NETWORK  MODEL FS105",MISC,23
190093,"SIEDLE, DIGIATAL SCROLLING DIALER DRM611-0",INTERCOM,650.32
190092,SIEDLE AMPLIFICATION CARD ZBVNG650-0,INTERCOM,89.89
190090,SIEDLE TOP HAT RAIL FIXTURE ACCESSORIES ZHSB650,INTERCOM,20
190086,"SIDLE, INDOOR STANDART A/V INSIDE  BTSV850-3",INTERCOM,628.42
190082,"SIEDLE, TABLE-TOP ACCESSORIES #ZTCV850-0",IC/PHONE,137.41
190081,"SIEDLE, BUS A/V CONTROLLER #BVNG 650-1",INTERCOM,1006.63
190079,"SIEDLE, BUS COLOR CAMERA #BCMC-6501USA",CCTV,678.96
190077,"SIDLE, AUDIO DECOUPLER BAA650-0",INTERCOM,30.51
190073,SIDLE FLUSH MOUNT TRIM MODEL KR611-4/2-0,INTERCOM,94.8
190071,"SIEDLE,B-BOX,4 MODULEFLUSH MOUNTING HOUSING",MISC,28.13
190068,DOOR COM INTERFACE,PHONES,152.24
190067,DOORCOM TELEPHONE SYSTEM,PHONES,334.38
190066,LOUD SPEAKER DELUX 2 BUS HAND SET,INTERCOM,156.6
190065,SIEDLE HOLLOW - WALL FASTENER ZHB612-0,MISC,25.34
190059,ZTS 800-01   ACCESSORY DESKTOP MOUNT,BOXES,39.37
190058,ZTS 800-0  ACCESSORY DESKTOP MOUNT,BOXES,40.8
190054,TM 612-1  CALL BUTTON,BUTTONS,118.34
190053,TM 612-1 GM  CALL BUTTON,BUTTONS,105
190052,MR 611-1/1-0  MOUNTING FRAME,BOXES,49.83
190049,KR 611-3/1-0  FLUSH MOUNT,BOXES,58.29
190048,KR 611-3/1-0  FLUSH MOUNT FRAME,BOXES,80.61
190047,KR 611-1/1-0  FLUSH MOUNT FRAME,BOXES,69.65
190044,GA 611-3/1-0  SURFACE MOUNTING SYSTEM,BOXES,136.88
190043,ELM 611-PROX  PROXIMITY READER,READERS,583.02
190042,ELM 611-01  READER,READERS,570.03
190040,EC 602-03  CONTROLLER FOR COM/ELM/FPM611,MISC,314.31
190039,COM 611-02    LOCK,LOCK,302.71
190038,COM 611-02   CODE LOCK DIALER,LOCK,253.67
190036,BVVU 650-0  BUS VIDEO ASYMMETRICAL DISTRIBUTOR,MISC,50.18
190034,BTSV 850-02  AUDIO/VIDEO w/idoor inside atation,INTERCOM,479.4
190033,BTS 850-02 PHONE,INTERCOM,53.65
190032,BTS 850-0-W  iDOR STANDARD AUDIO,INTERCOM,57.99
190031,BTM 650-04   4 BUTTON,BUTTONS,114.28
190029,BTM 650-01 1 BUTTON,BUTTONS,105.26
190027,BTLM 650-04,MISC,145.37
190026,BSM 650-02 RELAY,MISC,126.88
190024,BRMA 050  CALL BUTTON MATRIX NON SIEDLE BUTTONS,BUTTONS,94.87
190023,BNG 650-1 POWER SUPPLY FOR BUS SYSTEM,POWER,227.49
190022,BM 611-0,SENSORS,30.61
190021,AR 402-0 4 POLEDOUBLE THROW RELAY 6-12 V AC-DC,RELAYS,97.43
190020,"SIEDLE,DUMMY MODULE - BM611-0",MISC,41.36
190011,"SIEDLE,P/S  for com/drm/elm/fpm in vari TR602-1",MISC,72.97
190010,"SIEDLE,DOOR BELL, CALL BUTTON MODULE",MISC,111.72
190009,CCTV - 19 LCD MONITOR W/VID & PC INP,CCTV,210.39
190008,"SIEDLE,B-BOX,3 POSITION MOUNTING FRAME",BOXES,57.35
190007,"SIEDLE,B-BOX,FLUSH MOUNT FRAME - THREE POSITION",MISC,54.41
190006,"SIEDLE,B-BOX,3 MODULE FLUSH MOUNT HOUSING",MISC,21.37
190002,LOUD SPEAKER DELUX 2 BUS HAND SET,MISC,130.93
190001,"SIEDLE,VIDEO,IDOR TABLE TOP ACCESSORY ZTSV 850-0",MISC,124.18
189881,"LOCK, CYLIND DORMA C880EUD LG C 626 24V",CCTV,318.5
189159,"LOCK, FSB MORTISE FS 24V ELEC ACCURATE 1/2INCH",LOCK,297
188801,"LOCK AD, CRASH BAR ADAMS",LOCKS,370
188800,HUMITY SENSOR WITH REMOTE PROBE GRI #H8800R,SENSORS,137.58
188774,"LOCK, LEVER TRIM SARGENT NFS ,24V 26D 774-8 ETL",LOCK,186.69
188310,"LOCK, MAG RCI MODEL 8310-DSS 628l",LOCK,329.99
188281,"LOCK, SARGENT MORTISE 26D LB  FS 827024V",LOCK,421.2
188280,"LOCK, SARGENT MORTISE BRONZE FS 827024V",LOCK,464.85
188278,"LOCK, ETL 775, SARGENT ,24VDC PANIC DEVICE TRIM US",LOCK,434.03
188277,"LOCK, SARGENT FAIL SAFE ,24V L/CYL # A-8270LNJ",LOCK,337.07
188276,"LOCK, SARGENT,CYLINDICAL, 24VDC 10G70 LL,26D,FS",LOCK,507.6
188274,"LOCK, MORTISE SARGENT,FS 24V,W/FP#8270",LOCK,429
188272,"LOCK, SARGENT 24VDC W/LNB US 26 FS SET",LOCK,464.85
188271,"LOCK, MORTISE SARGENT NFS 8271-24V-LNA26D",LOCK,349.65
188270,"LOCK,  MORTISE SARGENT,FS , 24VDC",LOCK,349.65
188104,PLATE NARROW SS PUSH TO EXIT RCIPRD810-4,PLATES,17.42
187100,"LOCK AD, ADAMS RITE STRIKE 7100-510-313",LOCK,99.36
184500,"LOCK, HESS 4500C LBM-630 24V",LOCK,326.83
183071,"PHONE, BACK BOX 14X5.75X2 FOR PRD-1071",BOXES,121.06
182251,"MODEM, SEC 56K FOR T2HF250 PHONE # OPTKMMODEM56K",PHONES,201.03
182250,"PHONE, SEC HF 250CH MODEL T2HF250",PHONES,1311.35
182005,"CARD DENIED PLATE GR&RED LED,SONALERT 140701GS1",SENSORS,54.11
182000,"AIPHONE , 2000CH SURFACE MOUNT TL-2000",INTERCOM,1578.56
181806,HOFFMANN 18X18X6 HINGED A18R186HCR,CCTV,249.79
181804,HOFFMANN 18X18X4 JUNCTION BOX,CCTV,33.14
181581,LOCK SDC1581S Delayed Egress Mini Exit ChecK,LOCK,466
181512,MAG DOUBLE MAGNET LOCK 12/24DC 313  SDC 1512X,LOCK,475.6
181231,"AIPHONE, JKS-1AEDV VIDEO KIT 3.5W/ MEMORY",PHONES,497.92
181230,"AIPHONE , JP4HD 7INCH COLOR SUB MASTER",INTERCOM,874.99
181229,"AIPHONE,JP4MED 7INCH COLOR MASTER STATION",INTERCOM,1273.99
181228,AIPHONE JK-DA SM AUDIO/VIDEO DOOR STATION,PHONES,123.84
181226,AIPHONE WDIN11 MOUNTING BRACKET,INTERCOM,6.5
181225,AIPHONE POWER SUPPLY PS1225UL FOR LEF SERIES USE,POWER,64.01
181224,"AIPHONE, GTHS ROOM STATION HANDSET",INTERCOM,183.59
181221,AIPHONE GTVBC VIDEO CONTROL UNIT,INTERCOM,127.72
181220,AIPHONE GTBC AUDIO BUS CONTROL UNIT,MISC,35.65
181217,AIPHONE GF2B BACK BOX GS SYSTEM,BOXES,4.95
181216,"AIPHONE, JF-DV SM COLOR VANDAL DOOR STATION",INTERCOM,177.01
181215,"AIPHONE, PT1210N 12VAC TRANSFORMER",INTERCOM,7.99
181214,AIPHONE  JF-DA SM COLOR DOOR STAION,INTERCOM,122.95
181213,AIPHONE JFS2AED HF 2X3 COLOR VIDEO KIT,INTERCOM,682.63
181212,"AIPHONE, AXDM AUDIO DOOR MULLION MOUNT",INTERCOM,76.36
181210,AIPHONE ISSOFT SOFTWARE MASTER FOR IP SYSTEM,INTERCOM,772.03
181209,"AIPHONE, ISIPDV IP COLOR VIDEO DOOR STATION",INTERCOM,610.87
181204,AIPHONE JK-VD SURFACE VANDAL VIDEO DR JK SER,INTERCOM,189.54
181202,"AIPHONE, ADD ON CENTRAL UNIT FOR IS-IPC#IS-CCU",INTERCOM,1240.19
181201,"AIPHONE, 1CALL ACCESS SENTRY SYSTEM LEM1DLS",INTERCOM,89.99
181199,AIPHONE JK-DA VIDEO DOOR STATION,INTERCOM,161.96
181132,"LOCK, SECURETRON MINIMAG 12/24 600LB DPS M32D",LOCK,213.28
181093,RCIPRD-1093 VIKING SPEAKERPHONE W/ THINLE,PHONES,317.68
181071,*Discontinued product,LOCK,605.7
181060,PHONE PANEL RCI WITH ARCH PRD1060 POLISH ALUM,PHONES,355.18
181032,SEURITRON MINI MAG 12/24VDC 600LB DPS M32D,LOCK,257
180980,"LOCK, ARROW CYLIND FS , MODEL Q12SR26D24V",LOCK,276.06
180972,"LOCK, BEST CYLINDRICAL 625 FS 24V 9KW37DEL15DS",LOCK,423.5
180970,"LOCK, MORTISE BEST 45HWCADEELL 24V FS",LOCK,538
180958,"LOCK, YALE CYLINDICAL 26D 24VDC FS AU5490",LOCK,340.65
180956,"LOCK,YALE MORTISE 24V,FS ,PBR STYLE 626 8890 SERIE",LOCK,375.75
180955,"LOCK, YALE MORTISE NFS MOR TRIM 605 24VDC PARA KEY",LOCKS,369.45
180952,"LOCK, YALE ,AU TRIM, 5491, NFS 24V, 26D CYLINDICAL",LOCK,354.15
180913,"LOCK, STRIKE ADAMS RITE 24VAC FSE 628 7100-540",LOCK,108
180910,"LOCK, YALE CYLINDICAL PB TRIM 613F, FAIL SECURE",LOCK,332.92
180909,ADAMS RITE 4300 STEEL HAWK ELATCH  ALUM NFS,LOCK,251.5
180908,*Discontinued product,LOCK,230.13
180906,"LOCK, ADAMS RITE PADDLE ASSY 4590 02 002628",LOCK,59.5
